title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Stomatológia Dentalika,https://www.google.com/maps/place/Stomatol%C3%B3gia+Dentalika/data=!4m7!3m6!1s0x476c8f7fed7c8851:0xe0b45ded917da3fc!8m2!3d48.1585426!4d17.156086!16s%2Fg%2F11trrlfbc4!19sChIJUYh87X-PbEcR_KN9ke1dtOA,https://zubarbratislava.sk/,50,9,"Herlianska 146 9, 821 03 Bratislava II, Slovensko",+421 911 444 713,,,dentalika.stom1@gmail.com,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",Stomatológia Dentalika,Bratislava,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","Stomatológia Dentalika: menej telefonátov, viac času na výkon",AI recepcia pre Stomatológia Dentalika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Stomatológia Dentalika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Stomatológia Dentalika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Stomatológia Dentalika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Stomatológia Dentalika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
1. DENTÁLNE CENTRUM s.r.o.,https://www.google.com/maps/place/1.+DENT%C3%81LNE+CENTRUM+s.r.o./data=!4m7!3m6!1s0x476c89775dfc8eb7:0xcecf2526acea6a32!8m2!3d48.1262446!4d17.0971564!16s%2Fg%2F11cn7nchgq!19sChIJt478XXeJbEcRMmrqrCYlz84,https://www.prvedentalnecentrum.sk/,38,10,"Záporožská 257/12, 851 01 Petržalka, Slovensko",+421 2/638 107 77,,,,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",1. DENTÁLNE CENTRUM s.r.o.,Petržalka,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","1. DENTÁLNE CENTRUM s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre 1. DENTÁLNE CENTRUM s.r.o. – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za 1. DENTÁLNE CENTRUM s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: 1. DENTÁLNE CENTRUM s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: 1. DENTÁLNE CENTRUM s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre 1. DENTÁLNE CENTRUM s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
DENTVITAL s.r.o.,https://www.google.com/maps/place/DENTVITAL+s.r.o./data=!4m7!3m6!1s0x476c8fbd3f3bd389:0x415ec783370cb939!8m2!3d48.1596835!4d17.138022!16s%2Fg%2F11hzyy14wg!19sChIJidM7P72PbEcRObkMN4PHXkE,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/ambulancia-zubneho-lekarstva-bratislava-ruzinov-dentvital-s.-r.-o..html?page_id=60685,45,10,"Bajzova 2, 821 08 Bratislava, Slovensko",+421 2/555 726 69,,,bbsk@e-vuc.sk,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",DENTVITAL s.r.o.,Bratislava,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","DENTVITAL s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre DENTVITAL s.r.o. – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za DENTVITAL s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: DENTVITAL s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: DENTVITAL s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre DENTVITAL s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
ANTALDENT s.r.o,https://www.google.com/maps/place/ANTALDENT+s.r.o/data=!4m7!3m6!1s0x476c8c95e7453f63:0x16359bda1602d74f!8m2!3d48.188478!4d17.0349344!16s%2Fg%2F11bzx2zdrc!19sChIJYz9F55WMbEcRT9cCFtqbNRY,,44,11,"Pod záhradami 3201, 841 02 Dúbravka, Slovensko",+421 911 978 458,,,,,,ANTALDENT s.r.o,Dúbravka,"Narazil som na ANTALDENT s.r.o v Dúbravka – hodnotenie 44.0 (11 recenzií) naznačuje, že pacienti sú spokojní.","ANTALDENT s.r.o: menej telefonátov, viac času na výkon",AI recepcia pre ANTALDENT s.r.o – rýchla otázka,Dúbravka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na ANTALDENT s.r.o v Dúbravka – hodnotenie 44.0 (11 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za ANTALDENT s.r.o. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: ANTALDENT s.r.o

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: ANTALDENT s.r.o – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre ANTALDENT s.r.o: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
DentiClinic,https://www.google.com/maps/place/DentiClinic/data=!4m7!3m6!1s0x476c8c76c145cd71:0xf6ecc3f6f5021b51!8m2!3d48.1712096!4d17.0713595!16s%2Fg%2F11vl0q5bs0!19sChIJcc1FwXaMbEcRURsC9fbD7PY,http://www.denticlinic.sk/,46,11,"Dúbravská cesta 14, 841 04 Bratislava, Slovensko",+421 903 786 631,,,denticlinicrecepcia@denticlinic.sk,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",DentiClinic,Bratislava,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","DentiClinic: menej telefonátov, viac času na výkon",AI recepcia pre DentiClinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za DentiClinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: DentiClinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: DentiClinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre DentiClinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Black & Gold Dental,https://www.google.com/maps/place/Black+%26+Gold+Dental/data=!4m7!3m6!1s0x476c8913ec678847:0x1f58f0ef98e11664!8m2!3d48.1222269!4d17.0982186!16s%2Fg%2F11xkth9vj2!19sChIJR4hn7BOJbEcRZBbhmO_wWB8,https://blackandgold.sk/,50,13,"Kopčianska 3756/8, 851 01 Petržalka, Slovensko",+421 948 729 927,,,,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",Black & Gold Dental,Petržalka,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","Black & Gold Dental: menej telefonátov, viac času na výkon",AI recepcia pre Black & Gold Dental – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Black & Gold Dental. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Black & Gold Dental

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Black & Gold Dental – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Black & Gold Dental: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dentique Zubná Klinika,https://www.google.com/maps/place/Dentique+Zubn%C3%A1+Klinika/data=!4m7!3m6!1s0x476c8f9802d5881d:0xe9aedcfd7928ec4f!8m2!3d48.1620355!4d17.1368051!16s%2Fg%2F11r7xxvtc1!19sChIJHYjVApiPbEcRT-woef3cruk,https://www.dentique.sk/,50,14,"Kalinčiakova 31, 831 04 Bratislava, Slovensko",+421 911 343 133,,,info@dentique.sk,MUDr. Sabina Figulova,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",Dentique Zubná Klinika,Bratislava,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","Dentique Zubná Klinika: menej telefonátov, viac času na výkon",AI recepcia pre Dentique Zubná Klinika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Sabina,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dentique Zubná Klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dentique Zubná Klinika

Dobrý deň Sabina,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dentique Zubná Klinika – mini ukážka bez záväzku

Dobrý deň Sabina,
viem spraviť 30‑sekundovú ukážku presne pre Dentique Zubná Klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
"MUDr. Roman Miklátek, stomatológ","https://www.google.com/maps/place/MUDr.+Roman+Mikl%C3%A1tek,+stomatol%C3%B3g/data=!4m7!3m6!1s0x476c8eb6b1dfddc1:0xfa10c07631d8b26a!8m2!3d48.164372!4d17.128213!16s%2Fg%2F1vnrjtmc!19sChIJwd3fsbaObEcRarLYMXbAEPo",http://www.dentalplus.sk/,50,14,"Tehelná 3120/26, 831 03 Nové Mesto, Slovensko",+421 2/444 550 74,,,info@dentalplus.sk,MUDr. Roman Miklátek,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","MUDr. Roman Miklátek, stomatológ",Nové Mesto,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","MUDr. Roman Miklátek, stomatológ: menej telefonátov, viac času na výkon","AI recepcia pre MUDr. Roman Miklátek, stomatológ – rýchla otázka",Nové Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Roman,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za MUDr. Roman Miklátek, stomatológ. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: MUDr. Roman Miklátek, stomatológ

Dobrý deň Roman,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: MUDr. Roman Miklátek, stomatológ – mini ukážka bez záväzku

Dobrý deň Roman,
viem spraviť 30‑sekundovú ukážku presne pre MUDr. Roman Miklátek, stomatológ: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Sana Risa,https://www.google.com/maps/place/Sana+Risa/data=!4m7!3m6!1s0x476c8935287387a3:0xff5f85672e78d5c8!8m2!3d48.145761!4d17.1160217!16s%2Fg%2F11fflt21yq!19sChIJo4dzKDWJbEcRyNV4LmeFX_8,http://www.sanarisa.sk/,50,14,"Rajská 2341/15A, 811 08 Bratislava, Slovensko",+421 2/436 392 00,,,recepcia@sanarisa.sk,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",Sana Risa,Bratislava,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","Sana Risa: menej telefonátov, viac času na výkon",AI recepcia pre Sana Risa – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Sana Risa. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Sana Risa

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Sana Risa – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Sana Risa: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Ružinov Zubná Klinika,https://www.google.com/maps/place/Ru%C5%BEinov+Zubn%C3%A1+Klinika/data=!4m7!3m6!1s0x476c891e60dc1f27:0xc2beb753acc2fd1d!8m2!3d48.149864!4d17.1665345!16s%2Fg%2F11w3bgtswr!19sChIJJx_cYB6JbEcRHf3CrFO3vsI,https://www.ruzinovdental.sk/,48,16,"Kaštieľska 2, 821 05 Ružinov, Slovensko",+421 918 150 507,,,ruzinovdental@gmail.com,,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.",Ružinov Zubná Klinika,Ružinov,"Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.","Ružinov Zubná Klinika: menej telefonátov, viac času na výkon",AI recepcia pre Ružinov Zubná Klinika – rýchla otázka,Ružinov: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Všimol som si vaše zameranie na modernú stomatológiu, ale proces objednávania sa zdá byť stále viazaný na obmedzené ordinačné hodiny.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Ružinov Zubná Klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Ružinov Zubná Klinika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Ružinov Zubná Klinika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Ružinov Zubná Klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dentea s.r.o. - MDDr. Kunová Veronika,https://www.google.com/maps/place/Dentea+s.r.o.+-+MDDr.+Kunov%C3%A1+Veronika/data=!4m7!3m6!1s0x476c894053708dbd:0x96fd552aec475d45!8m2!3d48.1418964!4d17.1175049!16s%2Fg%2F11ggw9g_m2!19sChIJvY1wU0CJbEcRRV1H7CpV_ZY,http://dentea.sk/,50,16,"Bezručova 2537/8, 811 09 Bratislava, Slovensko",+421 918 201 122,,,rezervacia@dentea.sk,,,Dentea s.r.o. - MDDr. Kunová Veronika,Bratislava,"Narazil som na Dentea s.r.o. - MDDr. Kunová Veronika v Bratislava – hodnotenie 50.0 (16 recenzií) naznačuje, že pacienti sú spokojní.","Dentea s.r.o. - MDDr. Kunová Veronika: menej telefonátov, viac času na výkon",AI recepcia pre Dentea s.r.o. - MDDr. Kunová Veronika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dentea s.r.o. - MDDr. Kunová Veronika v Bratislava – hodnotenie 50.0 (16 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dentea s.r.o. - MDDr. Kunová Veronika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dentea s.r.o. - MDDr. Kunová Veronika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dentea s.r.o. - MDDr. Kunová Veronika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dentea s.r.o. - MDDr. Kunová Veronika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
